,Team,League,Year,RS,RA,W,G,Playoffs
PIT,NL,2012,651,674,79,162,0
PIT,NL,2011,610,712,72,162,0
PIT,NL,2010,587,866,57,162,0
PIT,NL,2009,636,768,62,161,0
PIT,NL,2008,735,884,67,162,0
